Country,Year,GDP,Inflation,Industry,Investment,Trade,Education
Australia,1970,4638.888936,3.43915343915344,,,26.1919622262625,
Australia,1971,4849.919426,6.13810741687979,,,25.5916058937342,
Australia,1972,5195.435143,6.02409638554218,,0.438359859724845,24.7931840661811,
Australia,1973,5779.516501,9.09090909090911,,0.389973264719481,25.1693569461475,
Australia,1974,6228.471482,15.4166666666667,,0.408149721263605,26.3621582160871,
Australia,1975,6919.657558,15.1624548736462,,0.702651807923102,29.0096825419132,
Australia,1976,7376.230734,13.3228840125392,,0.750895066919768,26.9000648773338,
Australia,1977,7706.213573,12.3098201936376,,0.575597976559735,28.66956720861,
Australia,1978,8529.813526,8.00492610837437,,0.405074390720461,28.2150992670536,
Australia,1979,9429.932785,9.12200684150512,,0.272373868973834,29.6651403610851,
Australia,1980,10448.465179,10.1358411703239,,0.275992382312682,32.3439266797596,
Australia,1981,11922.779261,9.48766603415561,,0.155775525495918,31.6487229036032,
Australia,1982,11957.271142,11.3518197573657,,0.26193811427335,30.3671689045293,
Australia,1983,12739.970249,10.0389105058366,,0.359489736039375,29.2148849897175,
Australia,1984,13563.243432,3.96039603960395,,0.313059453176991,28.5821406143089,
Australia,1985,14468.525866,6.73469387755101,,1.16907048894979,32.5616134619722,
Australia,1986,14952.078564,9.05035054174635,,1.2311712265601,33.0890716261912,
Australia,1987,16010.943344,8.53302162478083,,1.2551188267824,32.5847887718316,
Australia,1988,17079.293355,7.21593968766826,,0.895677222752239,32.6346371750816,
Australia,1989,17782.187552,7.53390256152692,,0.869030516738496,32.129913804362,
Australia,1990,17786.978311,7.33302195235869,28.8664388649532,0.962214628831773,32.2198286534938,
Australia,1991,18126.137999,3.17667536988686,27.7351411993196,0.948888379555352,32.25496700725,
Australia,1992,19094.496782,1.01223112610711,26.9482325593506,1.00343948471643,33.1097155382805,
Australia,1993,20118.480443,1.75365344467641,26.9029785948033,0.863109132447897,35.4659593998155,
Australia,1994,21349.565284,1.96963479688142,26.8595413947097,0.768206801786328,36.5258931638612,
Australia,1995,22353.994564,4.62776659959758,26.5102604904897,0.877737495627488,37.8015516603413,
Australia,1996,23220.090889,2.61538461538462,26.0544466536138,0.821078129412679,38.3323319414935,
Australia,1997,24403.021722,0.224887556221881,25.2925042905432,0.775269183185033,38.0748112251054,
Australia,1998,25630.468739,0.860134629768157,25.4361100294679,0.788475370559618,40.0704305582242,
Australia,1999,27098.221278,1.48312940304038,24.6972865848251,0.364110742556935,39.1346484106034,
Australia,2000,28252.629885,4.45743514797225,24.6384001427796,0.181348208222228,41.0290111758291,
Australia,2001,29493.214856,4.4071353620147,23.6843075683695,0.000180834134677,44.3652083634724,
Australia,2002,30740.962903,2.98157453936349,23.6317256941636,0.000322968552992,41.5572758742756,
Australia,2003,32248.255835,2.73259596616783,24.0631242508989,0.000311501198562,40.2961446264483,
Australia,2004,33865.906508,2.34325522482587,23.9493216915842,0.000403466045092,37.1207343685942,64.1210021972656
Australia,2005,35570.808015,2.69183168316831,24.6199197502957,0.000723895265571,39.2711826369216,65.0338516235352
Australia,2006,37842.933976,3.55528773727028,25.6067159760344,0.000825045412121,41.6042270907138,66.7138366699219
Australia,2007,39596.040082,2.32761128891476,25.6531194292619,0.000801127929225,42.0514396834877,68.1897811889648
Australia,2008,40094.833205,4.35029854990047,25.5935337501582,0.00082951602505,42.8703326982714,70.0889587402344
Australia,2009,41614.090724,1.77111716621252,26.9990358252423,0.00095909597705,45.7979042094362,70.8557434082031
Australia,2010,42787.065957,2.91834002677376,25.1514166418821,0.001127257608489,40.6496717288741,72.7989730834961
Australia,2011,44419.309749,3.30385015608744,26.4361276332007,0.000980219141027,41.9067330593482,74.0616683959961
Australia,2012,43879.180355,1.76278015613193,26.2841640112627,0.000922800105105,43.2103466719308,76.4830169677734
Australia,2013,47761.21406,2.44988864142539,25.1279854872757,0.000584778953686,41.2084303462784,72.0368423461914
Australia,2014,47644.762792,2.48792270531403,25.5148167378779,0.000831513953445,42.506490337998,71.2339401245117
Australia,2015,47317.250695,1.50836672165921,23.644205561858,0.000900775021067,41.4943730799132,75.5597610473633
Australia,2016,50237.794429,1.27699094497328,22.2848726511609,0.000841385090991,40.7776414241103,76.4180374145508
Australia,2017,50853.615427,1.94864740944522,23.4610646679956,,41.8187203488936,77.261360168457
Australia,2018,53061.634053,1.91140094445692,24.1589669797031,,43.2626476825205,78.3257598876953
Australia,2019,53067.877181,1.61076787290379,25.3824487371203,,45.7104594710859,
Austria,1970,3820.28559,4.37283499144671,,,54.8603907820123,
Austria,1971,4200.05549,4.70426464863565,,,54.380470810538,38.3216514587402
Austria,1972,4627.093401,6.35513498697942,,1.70219971620395,54.2960196144724,
Austria,1973,5090.842355,7.53108064952016,,1.56255674891908,54.4568197404044,
Austria,1974,5757.920938,9.52179379069359,,1.40325144799219,59.5677321118563,
Austria,1975,6285.003672,8.44525278272289,,1.58523663046218,56.5991343539106,
Austria,1976,6946.30262,7.31868899509658,33.9985945665537,1.42862326637834,59.9162824894445,
Austria,1977,7749.721586,5.49460953882342,33.6022058931724,1.40975291105895,60.2775963946407,
Austria,1978,8284.054924,3.57432532726001,33.8423827872164,1.33507046922337,59.6679872436748,
Austria,1979,9468.043277,3.7074033325208,32.9180389097137,1.43666022328974,63.3172195649945,
Austria,1980,10502.030255,6.3283208759637,32.9373057967936,1.49015886285404,66.8250056155535,
Austria,1981,11449.926929,6.80303861847746,32.5462613788216,1.49296835154195,68.3965493602774,50.7143898010254
Austria,1982,12392.952591,5.4360236335748,31.766130895421,1.443423059004,64.1171137058053,
Austria,1983,13282.688767,3.33917335680399,31.2968521757649,1.40487614350577,62.4721845225182,
Austria,1984,13769.813815,5.6631874926014,30.1146225743745,1.3813040913886,66.5750061022185,
Austria,1985,14553.388224,3.18951163361009,30.4474446523766,1.30745681851899,70.0831623102221,
Austria,1986,15178.503259,1.70544665790866,30.259284564499,1.31680733366969,64.0145976599605,
Austria,1987,15754.908297,1.40195293846737,29.7526220688057,1.01410503908376,62.8537226292472,
Austria,1988,16824.397022,1.91572092023249,29.5182647201743,0.976701797955828,66.5625495918394,
Austria,1989,18081.942271,2.56834384689467,29.2832194332994,0.999965846317224,70.538359093152,
Austria,1990,19425.410775,3.26187312306823,29.560863303277,0.899239086597353,71.4883694717106,
Austria,1991,20567.115304,3.33742884548212,29.5052574059251,0.866863798827493,70.0484055944094,
Austria,1992,21241.150171,4.02084559057212,29.0158979502276,0.794884092121195,67.6301676560879,
Austria,1993,21679.452882,3.63178559452543,28.303768907107,0.763180469114469,63.2650507794238,
Austria,1994,22587.176339,2.95340390976125,28.4134001556217,0.744989157168773,65.9870933970696,
Austria,1995,23639.8277,2.24336668054029,28.851531988081,1.49672652119445,68.25660110272,
Austria,1996,24500.221048,1.86097376901842,28.7520088650827,1.40391018165356,70.0836711206827,
Austria,1997,25417.862477,1.30598307237497,28.6763839380903,1.26418634304446,74.8676902155828,
Austria,1998,26673.951008,0.922465840847906,28.5106628527989,1.26590420888856,76.9271493915785,
Austria,1999,27606.484243,0.568990766899814,28.4285921580405,1.24207152120931,78.2601403439716,
Austria,2000,29388.784958,2.34486455542566,28.2848020340956,1.17672928274461,85.3604956179232,
Austria,2001,29715.636017,2.64999922285055,28.2087461435225,1.20794423926748,87.5366647639352,
Austria,2002,31178.051444,1.81035953871319,27.3880784820285,1.18495044572255,86.9481679996606,
Austria,2003,32123.696189,1.35555673319826,27.498379858473,1.12544738807653,86.3873824162825,
Austria,2004,33756.259412,2.06120354001778,27.3737678166123,1.15664539947594,90.7923456929297,
